Cameras_And_Display.The_Game_Window.window_mouse_get_x	window_mouse_get_x	function	window_mouse_get_x();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_mouse_get_x.htm
Cameras_And_Display.The_Game_Window.window_mouse_get_y	window_mouse_get_y	function	window_mouse_get_y();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_mouse_get_y.htm
Cameras_And_Display.The_Game_Window.window_mouse_set	window_mouse_set	function	window_mouse_set(x, y);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_mouse_set.htm
Cameras_And_Display.The_Game_Window.window_mouse_set_locked	window_mouse_set_locked	function	window_mouse_set_locked(enable);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_mouse_set_locked.htm
Cameras_And_Display.The_Game_Window.window_set_caption	window_set_caption	function	window_set_caption(caption);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_caption.htm
Cameras_And_Display.The_Game_Window.window_set_color	window_set_color	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_colour.htm
Cameras_And_Display.The_Game_Window.window_set_colour	window_set_colour	function	window_set_colour(colour);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_colour.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_cursor	window_set_cursor	function	window_set_cursor(cursor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_cursor.htm
Cameras_And_Display.The_Game_Window.window_set_fullscreen	window_set_fullscreen	function	window_set_fullscreen(full);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_fullscreen.htm
Cameras_And_Display.The_Game_Window.window_set_max_width	window_set_max_width	function	window_set_max_width(width);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_max_width.htm
Cameras_And_Display.The_Game_Window.window_set_min_height	window_set_min_height	function	window_set_min_height(height);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_min_height.htm
Cameras_And_Display.The_Game_Window.window_set_min_width	window_set_min_width	function	window_set_min_width(width);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_min_width.htm
Cameras_And_Display.The_Game_Window.window_set_position	window_set_position	function	window_set_position(x, y);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_position.htm
Cameras_And_Display.The_Game_Window.window_set_rectangle	window_set_rectangle	function	window_set_rectangle(x, y, w, h);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_rectangle.htm
Cameras_And_Display.The_Game_Window.window_set_showborder	window_set_showborder	function	window_set_showborder(show);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_showborder.htm
Cameras_And_Display.The_Game_Window.window_set_size	window_set_size	function	window_set_size( w, h );	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_set_size.htm
Cameras_And_Display.The_Game_Window.window_view_mouse_get_x	window_view_mouse_get_x	function	window_view_mouse_get_x( id );	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_view_mouse_get_x.htm
Cameras_And_Display.The_Game_Window.window_view_mouse_get_y	window_view_mouse_get_y	function	window_view_mouse_get_y( id );	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_view_mouse_get_y.htm
Cameras_And_Display.The_Game_Window.window_views_mouse_get_x	window_views_mouse_get_x	function	window_views_mouse_get_x();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_views_mouse_get_x.htm
Cameras_And_Display.The_Game_Window.window_views_mouse_get_y	window_views_mouse_get_y	function	window_views_mouse_get_y();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/The_Game_Window/window_views_mouse_get_y.htm
Cameras_And_Display.display_aa	display_aa	variable	display_aa	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_reset.htm
Cameras_And_Display.display_get_dpi_x	display_get_dpi_x	function	display_get_dpi_x();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_dpi_x.htm
Cameras_And_Display.display_get_dpi_y	display_get_dpi_y	function	display_get_dpi_y();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_dpi_y.htm
Cameras_And_Display.display_get_frequency	display_get_frequency	function	display_get_frequency();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_frequency.htm
Cameras_And_Display.display_get_gui_height	display_get_gui_height	function	display_get_gui_height();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_gui_height.htm
Cameras_And_Display.display_get_gui_width	display_get_gui_width	function	display_get_gui_width();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_gui_width.htm
Cameras_And_Display.display_get_height	display_get_height	function	display_get_height();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_height.htm
Cameras_And_Display.display_get_orientation	display_get_orientation	function	display_get_orientation()	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_orientation.htm
Cameras_And_Display.display_get_sleep_margin	display_get_sleep_margin	function	display_get_sleep_margin();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_sleep_margin.htm
Cameras_And_Display.display_get_timing_method	display_get_timing_method	function	display_get_timing_method();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_timing_method.htm
Cameras_And_Display.display_get_width	display_get_width	function	display_get_width();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_width.htm
Cameras_And_Display.display_landscape	display_landscape	constant	display_landscape	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_orientation.htm
Cameras_And_Display.display_landscape_flipped	display_landscape_flipped	constant	display_landscape_flipped	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_orientation.htm
Cameras_And_Display.display_mouse_get_x	display_mouse_get_x	function	display_mouse_get_x();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_mouse_get_x.htm
Cameras_And_Display.display_mouse_get_y	display_mouse_get_y	function	display_mouse_get_y();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_mouse_get_y.htm
Cameras_And_Display.display_mouse_set	display_mouse_set	function	display_mouse_set(x, y);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_mouse_set.htm
Cameras_And_Display.display_portrait	display_portrait	constant	display_portrait	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_orientation.htm
Cameras_And_Display.display_portrait_flipped	display_portrait_flipped	constant	display_portrait_flipped	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_get_orientation.htm
Cameras_And_Display.display_reset	display_reset	function	display_reset(aa, vsync);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_reset.htm
Cameras_And_Display.display_set_gui_maximise	display_set_gui_maximise	function	display_set_gui_maximise();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_set_gui_maximise.htm
Cameras_And_Display.display_set_gui_maximize	display_set_gui_maximize	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_set_gui_maximise.htm
Cameras_And_Display.display_set_gui_size	display_set_gui_size	function	display_set_gui_size(width, height);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_set_gui_size.htm
Cameras_And_Display.display_set_sleep_margin	display_set_sleep_margin	function	display_set_sleep_margin(milliseconds);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_set_sleep_margin.htm
Cameras_And_Display.display_set_timing_method	display_set_timing_method	function	display_set_timing_method(method);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_set_timing_method.htm
Cameras_And_Display.display_set_ui_visibility	display_set_ui_visibility	function	display_set_ui_visibility(flags);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_set_ui_visibility.htm
Cameras_And_Display.gif_add_surface	gif_add_surface	function	gif_add_surface(gif_index, surface, delay_time, [xoffset], [yoffset], [quantization]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/gif_add_surface.htm
Cameras_And_Display.gif_open	gif_open	function	gif_open(width, height, [clear_colour]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/gif_open.htm
Cameras_And_Display.gif_save	gif_save	function	gif_save(gif_index, fname);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/gif_save.htm
Cameras_And_Display.gif_save_buffer	gif_save_buffer	function	gif_save_buffer(gif_index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/gif_save_buffer.htm
Cameras_And_Display.screen_save	screen_save	function	screen_save(fname);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/screen_save.htm
Cameras_And_Display.screen_save_part	screen_save_part	function	screen_save_part(fname,x,y,w,h);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/screen_save_part.htm
Cameras_And_Display.tm_countvsyncs	tm_countvsyncs	constant	tm_countvsyncs	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_set_timing_method.htm
Cameras_And_Display.tm_sleep	tm_sleep	constant	tm_sleep	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_set_timing_method.htm
Cameras_And_Display.tm_systemtiming	tm_systemtiming	constant	tm_systemtiming	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Cameras_And_Display/display_set_timing_method.htm
Data_Structures.DS_Grids.ds_grid_add	ds_grid_add	function	ds_grid_add(index, x, y, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_add.htm
Data_Structures.DS_Grids.ds_grid_add_disk	ds_grid_add_disk	function	ds_grid_add_disk(index, xm, ym, r, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_add_disk.htm
Data_Structures.DS_Grids.ds_grid_add_grid_region	ds_grid_add_grid_region	function	ds_grid_add_grid_region(index, source, x1, y1, x2, y2, xpos, ypos);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_add_grid_region.htm
Data_Structures.DS_Grids.ds_grid_add_region	ds_grid_add_region	function	ds_grid_add_region(index, x1, y1, x2, y2, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_add_region.htm
Data_Structures.DS_Grids.ds_grid_clear	ds_grid_clear	function	ds_grid_clear(index, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_clear.htm
Data_Structures.DS_Grids.ds_grid_copy	ds_grid_copy	function	ds_grid_copy(destination, source);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_copy.htm
Data_Structures.DS_Grids.ds_grid_create	ds_grid_create	function	ds_grid_create(w, h);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_create.htm
Data_Structures.DS_Grids.ds_grid_destroy	ds_grid_destroy	function	ds_grid_destroy(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_destroy.htm
Data_Structures.DS_Grids.ds_grid_get	ds_grid_get	function	ds_grid_get(index, x, y);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_get.htm
Data_Structures.DS_Grids.ds_grid_get_disk_max	ds_grid_get_disk_max	function	ds_grid_get_disk_max(index, xm, ym, r);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_get_disk_max.htm
Data_Structures.DS_Grids.ds_grid_get_disk_mean	ds_grid_get_disk_mean	function	ds_grid_get_disk_mean(index, xm, ym, r);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_get_disk_mean.htm
Data_Structures.DS_Grids.ds_grid_get_disk_min	ds_grid_get_disk_min	function	ds_grid_get_disk_min(index, xm, ym, r);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_get_disk_min.htm
Data_Structures.DS_Grids.ds_grid_get_disk_sum	ds_grid_get_disk_sum	function	ds_grid_get_disk_sum(index, xm, ym, r);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_get_disk_sum.htm
Data_Structures.DS_Grids.ds_grid_get_max	ds_grid_get_max	function	ds_grid_get_max(index, x1, y1, x2, y2);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_get_max.htm
Data_Structures.DS_Grids.ds_grid_get_mean	ds_grid_get_mean	function	ds_grid_get_mean(index, x1, y1, x2, y2);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_get_mean.htm
Data_Structures.DS_Grids.ds_grid_get_min	ds_grid_get_min	function	ds_grid_get_min(index, x1, y1, x2, y2);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_get_min.htm
Data_Structures.DS_Grids.ds_grid_get_sum	ds_grid_get_sum	function	ds_grid_get_sum(index, x1, y1, x2, y2);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_get_sum.htm
Data_Structures.DS_Grids.ds_grid_height	ds_grid_height	function	ds_grid_height(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_height.htm
Data_Structures.DS_Grids.ds_grid_multiply	ds_grid_multiply	function	ds_grid_multiply(index, x, y, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_multiply.htm
Data_Structures.DS_Grids.ds_grid_multiply_disk	ds_grid_multiply_disk	function	ds_grid_multiply_disk(index, xm, ym, r, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_multiply_disk.htm
Data_Structures.DS_Grids.ds_grid_multiply_grid_region	ds_grid_multiply_grid_region	function	ds_grid_multiply_grid_region(index, source, x1, y1, x2, y2, xpos, ypos);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_multiply_grid_region.htm
Data_Structures.DS_Grids.ds_grid_multiply_region	ds_grid_multiply_region	function	ds_grid_multiply_region(index, x1, y1, x2, y2, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_multiply_region.htm
Data_Structures.DS_Grids.ds_grid_read	ds_grid_read	function	ds_grid_read(index, string [, legacy]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_read.htm
Data_Structures.DS_Grids.ds_grid_resize	ds_grid_resize	function	ds_grid_resize(index, w, h);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_resize.htm
Data_Structures.DS_Grids.ds_grid_set	ds_grid_set	function	ds_grid_set(index, x, y, value);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_set.htm
Data_Structures.DS_Grids.ds_grid_set_disk	ds_grid_set_disk	function	ds_grid_set_disk(index, xm, ym, r, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_set_disk.htm
Data_Structures.DS_Grids.ds_grid_set_grid_region	ds_grid_set_grid_region	function	ds_grid_set_grid_region(index, source, x1, y1, x2, y2, xpos, ypos);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_set_grid_region.htm
Data_Structures.DS_Grids.ds_grid_set_region	ds_grid_set_region	function	ds_grid_set_region(index, x1, y1, x2, y2, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_set_region.htm
Data_Structures.DS_Grids.ds_grid_shuffle	ds_grid_shuffle	function	ds_grid_shuffle(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_shuffle.htm
Data_Structures.DS_Grids.ds_grid_sort	ds_grid_sort	function	ds_grid_sort(index, column, ascending);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_sort.htm
Data_Structures.DS_Grids.ds_grid_to_mp_grid	ds_grid_to_mp_grid	function	ds_grid_to_mp_grid(ds_grid, mp_grid[, func]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_to_mp_grid.htm
Data_Structures.DS_Grids.ds_grid_value_disk_exists	ds_grid_value_disk_exists	function	ds_grid_value_disk_exists(index, xm, ym, r, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_value_disk_exists.htm
Data_Structures.DS_Grids.ds_grid_value_disk_x	ds_grid_value_disk_x	function	ds_grid_value_disk_x(index, xm, ym, r, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_value_disk_x.htm
Data_Structures.DS_Grids.ds_grid_value_disk_y	ds_grid_value_disk_y	function	ds_grid_value_disk_y(index, xm, ym, r, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_value_disk_y.htm
Data_Structures.DS_Grids.ds_grid_value_exists	ds_grid_value_exists	function	ds_grid_value_exists(index, x1, y1, x2, y2, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_value_exists.htm
Data_Structures.DS_Grids.ds_grid_value_x	ds_grid_value_x	function	ds_grid_value_x(index, x1, y1, x2, y2, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_value_x.htm
Data_Structures.DS_Grids.ds_grid_value_y	ds_grid_value_y	function	ds_grid_value_y(index, x1, y1, x2, y2, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_value_y.htm
Data_Structures.DS_Grids.ds_grid_width	ds_grid_width	function	ds_grid_width(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_width.htm
Data_Structures.DS_Grids.ds_grid_write	ds_grid_write	function	ds_grid_write(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Grids/ds_grid_write.htm
Data_Structures.DS_Lists.ds_list_add	ds_list_add	function	ds_list_add(id, val1 [, val2, ... max_val]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_add.htm
Data_Structures.DS_Lists.ds_list_clear	ds_list_clear	function	ds_list_clear(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_clear.htm
Data_Structures.DS_Lists.ds_list_copy	ds_list_copy	function	ds_list_copy( id, source );	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_copy.htm
Data_Structures.DS_Lists.ds_list_create	ds_list_create	function	ds_list_create();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_create.htm
Data_Structures.DS_Lists.ds_list_delete	ds_list_delete	function	ds_list_delete(id, pos);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_delete.htm
Data_Structures.DS_Lists.ds_list_destroy	ds_list_destroy	function	ds_list_destroy(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_destroy.htm
Data_Structures.DS_Lists.ds_list_empty	ds_list_empty	function	ds_list_empty(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_empty.htm
Data_Structures.DS_Lists.ds_list_find_index	ds_list_find_index	function	ds_list_find_index(id, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_find_index.htm
Data_Structures.DS_Lists.ds_list_find_value	ds_list_find_value	function	ds_list_find_value(id, pos);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_find_value.htm
Data_Structures.DS_Lists.ds_list_insert	ds_list_insert	function	ds_list_insert(id, pos, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_insert.htm
Data_Structures.DS_Lists.ds_list_is_list	ds_list_is_list	function	ds_list_is_list(id, pos);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_is_list.htm
Data_Structures.DS_Lists.ds_list_is_map	ds_list_is_map	function	ds_list_is_map(id, pos);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_is_map.htm
Data_Structures.DS_Lists.ds_list_mark_as_list	ds_list_mark_as_list	function	ds_list_mark_as_list(id, pos);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_mark_as_list.htm
Data_Structures.DS_Lists.ds_list_mark_as_map	ds_list_mark_as_map	function	ds_list_mark_as_map(id, pos);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_mark_as_map.htm
Data_Structures.DS_Lists.ds_list_read	ds_list_read	function	ds_list_read(id, str [, legacy]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_read.htm
Data_Structures.DS_Lists.ds_list_replace	ds_list_replace	function	ds_list_replace(id, pos, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_replace.htm
Data_Structures.DS_Lists.ds_list_set	ds_list_set	function	ds_list_set(id, pos, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_set.htm
