Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_asset_ids	tag_get_asset_ids	function	tag_get_asset_ids(tags, asset_type);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_asset_ids.htm
Asset_Management.Assets_And_Tags.tag_get_assets	tag_get_assets	function	tag_get_assets(tags);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Assets_And_Tags/tag_get_assets.htm
Asset_Management.Audio.Audio_Buffers.audio_3d	audio_3d	constant	audio_3d	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_create_play_queue.htm
Asset_Management.Audio.Audio_Buffers.audio_create_buffer_sound	audio_create_buffer_sound	function	audio_create_buffer_sound(bufferId, bufferFormat, bufferRate, bufferOffset, bufferLength, bufferChannels);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_create_buffer_sound.htm
Asset_Management.Audio.Audio_Buffers.audio_create_play_queue	audio_create_play_queue	function	audio_create_play_queue(queueFormat, queueRate, queueChannels);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_create_play_queue.htm
Asset_Management.Audio.Audio_Buffers.audio_free_buffer_sound	audio_free_buffer_sound	function	audio_free_buffer_sound(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_free_buffer_sound.htm
Asset_Management.Audio.Audio_Buffers.audio_free_play_queue	audio_free_play_queue	function	audio_free_play_queue(queueIndex);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_free_play_queue.htm
Asset_Management.Audio.Audio_Buffers.audio_get_recorder_count	audio_get_recorder_count	function	audio_get_recorder_count();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_get_recorder_count.htm
Asset_Management.Audio.Audio_Buffers.audio_get_recorder_info	audio_get_recorder_info	function	audio_get_recorder_info(recorder_index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_get_recorder_info.htm
Asset_Management.Audio.Audio_Buffers.audio_mono	audio_mono	constant	audio_mono	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_create_play_queue.htm
Asset_Management.Audio.Audio_Buffers.audio_queue_sound	audio_queue_sound	function	audio_queue_sound(queueIndex, bufferId, bufferOffset, bufferLength);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_queue_sound.htm
Asset_Management.Audio.Audio_Buffers.audio_start_recording	audio_start_recording	function	audio_start_recording(recorder_index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_start_recording.htm
Asset_Management.Audio.Audio_Buffers.audio_stereo	audio_stereo	constant	audio_stereo	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_create_play_queue.htm
Asset_Management.Audio.Audio_Buffers.audio_stop_recording	audio_stop_recording	function	audio_stop_recording(channel_index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Buffers/audio_stop_recording.htm
Asset_Management.Audio.Audio_Effects.AudioBus	AudioBus	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/AudioBus.htm
Asset_Management.Audio.Audio_Effects.AudioEffect	AudioEffect	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/AudioEffect.htm
Asset_Management.Audio.Audio_Effects.AudioEffectType	AudioEffectType	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/AudioEffectType.htm
Asset_Management.Audio.Audio_Effects.AudioLFOType	AudioLFOType	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/AudioLFOType.htm
Asset_Management.Audio.Audio_Effects.audio	audio	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/Audio_Effects.htm
Asset_Management.Audio.Audio_Effects.audio_bus_clear_emitters	audio_bus_clear_emitters	function	audio_bus_clear_emitters(bus);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/audio_bus_clear_emitters.htm
Asset_Management.Audio.Audio_Effects.audio_bus_create	audio_bus_create	function	audio_bus_create();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/audio_bus_create.htm
Asset_Management.Audio.Audio_Effects.audio_bus_get_emitters	audio_bus_get_emitters	function	audio_bus_get_emitters(bus);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/audio_bus_get_emitters.htm
Asset_Management.Audio.Audio_Effects.audio_bus_main	audio_bus_main	variable	audio_bus_main	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/audio_bus_main.htm
Asset_Management.Audio.Audio_Effects.audio_effect_create	audio_effect_create	function	audio_effect_create(type, [params]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/audio_effect_create.htm
Asset_Management.Audio.Audio_Effects.effects	effects	unknown	undefined	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Effects/Audio_Effects.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_bus	audio_emitter_bus	function	audio_emitter_bus(emitter, bus);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_bus.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_create	audio_emitter_create	function	audio_emitter_create();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_create.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_exists	audio_emitter_exists	function	audio_emitter_exists(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_exists.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_falloff	audio_emitter_falloff	function	audio_emitter_falloff(emitter, falloff_ref, falloff_max, falloff_factor);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_falloff.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_free	audio_emitter_free	function	audio_emitter_free(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_free.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_gain	audio_emitter_gain	function	audio_emitter_gain(emitter, gain);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_gain.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_bus	audio_emitter_get_bus	function	audio_emitter_get_bus(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_bus.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_gain	audio_emitter_get_gain	function	audio_emitter_get_gain(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_gain.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_listener_mask	audio_emitter_get_listener_mask	function	audio_emitter_get_listener_mask(emitterID);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_listener_mask.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_pitch	audio_emitter_get_pitch	function	audio_emitter_get_pitch(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_pitch.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_vx	audio_emitter_get_vx	function	audio_emitter_get_vx(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_vx.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_vy	audio_emitter_get_vy	function	audio_emitter_get_vy(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_vy.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_vz	audio_emitter_get_vz	function	audio_emitter_get_vz(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_vz.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_x	audio_emitter_get_x	function	audio_emitter_get_x(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_x.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_y	audio_emitter_get_y	function	audio_emitter_get_y(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_y.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_get_z	audio_emitter_get_z	function	audio_emitter_get_z(emitter);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_get_z.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_pitch	audio_emitter_pitch	function	audio_emitter_pitch(emitter, pitch);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_pitch.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_position	audio_emitter_position	function	audio_emitter_position(emitter, x, y, z);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_position.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_set_listener_mask	audio_emitter_set_listener_mask	function	audio_emitter_set_listener_mask(emitterID, mask);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_set_listener_mask.htm
Asset_Management.Audio.Audio_Emitters.audio_emitter_velocity	audio_emitter_velocity	function	audio_emitter_velocity(emitter, vx, vy, vz);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_emitter_velocity.htm
Asset_Management.Audio.Audio_Emitters.audio_play_sound_on	audio_play_sound_on	function	audio_play_sound_on(emitter, sound, loop, priority, [gain], [offset], [pitch], [listener_mask]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Emitters/audio_play_sound_on.htm
Asset_Management.Audio.Audio_Groups.audio_group_get_gain	audio_group_get_gain	function	audio_group_get_gain(groupID);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Groups/audio_group_get_gain.htm
Asset_Management.Audio.Audio_Groups.audio_group_is_loaded	audio_group_is_loaded	function	audio_group_is_loaded(groupID);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Groups/audio_group_is_loaded.htm
Asset_Management.Audio.Audio_Groups.audio_group_load	audio_group_load	function	audio_group_load(groupID);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Groups/audio_group_load.htm
Asset_Management.Audio.Audio_Groups.audio_group_load_progress	audio_group_load_progress	function	audio_group_load_progress(groupID);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Groups/audio_group_load_progress.htm
Asset_Management.Audio.Audio_Groups.audio_group_name	audio_group_name	function	audio_group_name(groupID);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Groups/audio_group_name.htm
Asset_Management.Audio.Audio_Groups.audio_group_set_gain	audio_group_set_gain	function	audio_group_set_gain(groupID, volume, time);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Groups/audio_group_set_gain.htm
Asset_Management.Audio.Audio_Groups.audio_group_stop_all	audio_group_stop_all	function	audio_group_stop_all(groupID);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Groups/audio_group_stop_all.htm
Asset_Management.Audio.Audio_Groups.audio_group_unload	audio_group_unload	function	audio_group_unload(groupID);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Groups/audio_group_unload.htm
Asset_Management.Audio.Audio_Groups.audiogroup_default	audiogroup_default	variable	audiogroup_default	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Groups/audiogroup_default.htm
Asset_Management.Audio.Audio_Listeners.audio_get_listener_count	audio_get_listener_count	function	audio_get_listener_count();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Listeners/audio_get_listener_count.htm
Asset_Management.Audio.Audio_Listeners.audio_get_listener_info	audio_get_listener_info	function	audio_get_listener_info(num);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Listeners/audio_get_listener_info.htm
Asset_Management.Audio.Audio_Listeners.audio_get_listener_mask	audio_get_listener_mask	function	audio_get_listener_mask();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Listeners/audio_get_listener_mask.htm
Asset_Management.Audio.Audio_Listeners.audio_listener_get_data	audio_listener_get_data	function	audio_listener_get_data(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Listeners/audio_listener_get_data.htm
Asset_Management.Audio.Audio_Listeners.audio_listener_orientation	audio_listener_orientation	function	audio_listener_orientation(lookat_x, lookat_y, lookat_z, up_x, up_y, up_z);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Listeners/audio_listener_orientation.htm
Asset_Management.Audio.Audio_Listeners.audio_listener_position	audio_listener_position	function	audio_listener_position(x, y, z);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Listeners/audio_listener_position.htm
Asset_Management.Audio.Audio_Listeners.audio_listener_set_orientation	audio_listener_set_orientation	function	audio_listener_set_orientation(index, lookat_x, lookat_y, lookat_z, up_x, up_y, up_z);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Listeners/audio_listener_set_orientation.htm
Asset_Management.Audio.Audio_Listeners.audio_listener_set_position	audio_listener_set_position	function	audio_listener_set_position(index, x, y, z);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Audio/Audio_Listeners/audio_listener_set_position.htm
